1/26 10:4:55, 0.0 PSI
1/27 6:0:50,20.6 PSI
1/27 6:0:54,20.4 PSI
1/27 6:0:57,20.3 PSI
1/27 6:1:0,20.3 PSI
1/27 6:1:3,20.4 PSI
1/27 6:1:6,20.5 PSI
1/27 6:1:9,20.5 PSI
1/27 6:1:13,20.5 PSI
1/27 6:1:16,20.5 PSI
1/27 6:1:19,20.5 PSI
1/27 6:1:22,20.5 PSI
1/27 6:1:25,20.4 PSI
1/27 6:1:29,20.0 PSI
1/27 6:1:32,20.0 PSI
1/27 6:1:35,19.9 PSI
1/27 6:1:38,19.7 PSI
1/27 6:1:41,19.6 PSI
1/27 6:1:45,19.6 PSI
1/27 6:1:48,19.8 PSI
1/27 6:1:51,19.6 PSI
1/27 6:1:54,19.6 PSI
1/27 6:1:57,19.5 PSI
1/27 6:2:1,19.5 PSI
1/27 6:2:4,19.4 PSI
1/27 6:2:7,19.3 PSI
1/27 6:2:10,19.2 PSI
1/27 6:2:13,19.2 PSI
1/27 6:2:17,19.3 PSI
1/27 6:2:20,19.2 PSI
1/27 6:2:23,19.1 PSI
1/27 6:2:26,19.2 PSI
1/27 6:2:29,19.1 PSI
1/27 6:2:33,19.2 PSI
1/27 6:2:36,19.1 PSI
1/27 6:2:39,19.0 PSI
1/27 6:2:42,19.2 PSI
1/27 6:2:46,19.3 PSI
1/27 6:2:49,19.3 PSI
1/27 6:2:52,19.2 PSI
1/27 6:2:55,19.2 PSI
1/27 6:2:58,19.2 PSI
1/27 6:3:2,19.1 PSI
1/27 6:3:5,19.0 PSI
1/27 6:3:8,19.0 PSI
1/27 6:3:11,19.0 PSI
1/27 6:3:14,19.0 PSI
1/27 6:3:18,19.0 PSI
1/27 6:3:21,19.0 PSI
1/27 6:3:24,19.0 PSI
1/27 6:3:27,19.0 PSI
1/27 6:3:30,19.0 PSI
1/27 6:3:34,19.0 PSI
1/27 6:3:37,19.0 PSI
1/27 6:3:40,19.0 PSI
1/27 6:3:43,18.8 PSI
1/27 6:3:46,18.8 PSI
1/27 6:3:49,18.7 PSI
1/27 6:3:53,18.7 PSI
1/27 6:3:56,18.7 PSI
1/27 6:3:59,18.7 PSI
1/27 6:4:2,18.7 PSI
1/27 6:4:5,18.6 PSI
1/27 6:4:9,18.6 PSI
1/27 6:4:12,18.6 PSI
1/27 6:4:15,18.5 PSI
1/27 6:4:18,18.4 PSI
1/27 6:4:21,18.4 PSI
1/27 6:4:25,18.4 PSI
1/27 6:4:28,18.4 PSI
1/27 6:4:31,18.3 PSI
1/27 6:4:34,18.3 PSI
1/27 6:4:37,18.3 PSI
1/27 6:4:41,18.3 PSI
1/27 6:4:44,18.3 PSI
1/27 6:4:47,18.3 PSI
1/27 6:4:50,18.3 PSI
1/27 6:4:53,18.3 PSI
1/27 6:4:56,18.2 PSI
1/27 6:5:0,18.4 PSI
1/27 6:5:3,18.4 PSI
1/27 6:5:6,18.2 PSI
1/27 6:5:9,18.3 PSI
1/27 6:5:12,18.3 PSI
1/27 6:5:16,18.3 PSI
1/27 6:5:19,18.3 PSI
1/27 6:5:22,18.3 PSI
1/27 6:5:25,18.3 PSI
1/27 6:5:28,18.3 PSI
1/27 6:5:32,18.3 PSI
1/27 6:5:35,18.3 PSI
1/27 6:5:38,18.3 PSI
1/27 6:5:41,18.3 PSI
1/27 6:5:44,18.2 PSI
1/27 6:5:48,18.3 PSI
1/27 6:5:51,18.3 PSI
1/27 6:5:54,18.3 PSI
1/27 6:5:57,18.3 PSI
1/27 6:6:0,18.3 PSI
1/27 6:6:3,18.4 PSI
1/27 6:6:7,18.4 PSI
1/27 6:6:10,18.4 PSI
1/27 6:6:13,18.4 PSI
1/27 6:6:16,18.3 PSI
1/27 6:6:19,18.3 PSI
1/27 6:6:23,18.7 PSI
1/27 6:6:26,18.4 PSI
1/27 6:6:29,18.3 PSI
1/27 6:6:32,18.4 PSI
1/27 6:6:35,18.2 PSI
1/27 6:6:39,18.2 PSI
1/27 6:6:42,18.4 PSI
1/27 6:6:45,18.2 PSI
1/27 6:6:48,18.2 PSI
1/27 6:6:51,18.3 PSI
1/27 6:6:55,18.3 PSI
1/27 6:6:58,18.4 PSI
1/27 6:7:1,18.2 PSI
1/27 6:7:4,17.9 PSI
1/27 6:7:7,17.7 PSI
1/27 6:7:11,17.6 PSI
1/27 6:7:14,17.9 PSI
1/27 6:7:17,18.0 PSI
1/27 6:7:20,18.1 PSI
1/27 6:7:23,18.3 PSI
1/27 6:7:26,18.3 PSI
1/27 6:7:30,18.4 PSI
1/27 6:7:33,18.4 PSI
1/27 6:7:36,18.4 PSI
1/27 6:7:39,18.4 PSI
1/27 6:7:42,18.4 PSI
1/27 6:7:46,18.4 PSI
1/27 6:7:49,18.4 PSI
1/27 6:7:52,18.4 PSI
1/27 6:7:55,18.4 PSI
1/27 6:7:58,18.4 PSI
1/27 6:8:2,18.4 PSI
1/27 6:8:5,18.4 PSI
1/27 6:8:8,18.4 PSI
1/27 6:8:11,18.5 PSI
1/27 6:8:14,18.5 PSI
1/27 6:8:18,18.5 PSI
1/27 6:8:21,18.5 PSI
1/27 6:8:24,18.5 PSI
1/27 6:8:27,18.5 PSI
1/27 6:8:30,18.5 PSI
1/27 6:8:33,18.5 PSI
1/27 6:8:37,18.5 PSI
1/27 6:8:40,18.5 PSI
1/27 6:8:43,18.5 PSI
1/27 6:8:46,18.6 PSI
1/27 6:8:49,18.4 PSI
1/27 6:8:53,18.6 PSI
1/27 6:8:56,18.6 PSI
1/27 6:8:59,18.6 PSI
1/27 6:9:2,18.7 PSI
1/27 6:9:5,18.7 PSI
1/27 6:9:9,18.7 PSI
1/27 6:9:12,18.7 PSI
1/27 6:9:15,18.7 PSI
1/27 6:9:18,18.7 PSI
1/27 6:9:21,18.8 PSI
1/27 6:9:25,18.8 PSI
1/27 6:9:28,18.8 PSI
1/27 6:9:31,18.8 PSI
1/27 6:9:34,18.8 PSI
1/27 6:9:37,18.8 PSI
1/27 6:9:41,18.9 PSI
1/27 6:9:44,18.9 PSI
1/27 6:9:47,19.0 PSI
1/27 6:9:50,19.0 PSI
1/27 6:9:53,19.1 PSI
1/27 6:9:57,19.2 PSI
1/27 6:10:0,19.2 PSI
1/27 6:10:3,19.3 PSI
1/27 6:10:6,19.3 PSI
1/27 6:10:10,19.4 PSI
1/27 6:10:13,19.5 PSI
1/27 6:10:16,19.6 PSI
1/27 6:10:19,19.6 PSI
1/27 6:10:22,19.6 PSI
1/27 6:10:26,19.7 PSI
1/27 6:10:29,19.7 PSI
1/27 6:10:32,19.7 PSI
1/27 6:10:35,19.6 PSI
1/27 6:10:38,19.6 PSI
1/27 6:10:42,19.3 PSI
1/27 6:10:45,19.3 PSI
1/27 6:10:48,19.3 PSI
1/27 6:10:51,19.3 PSI
1/27 6:10:54,19.2 PSI
1/27 6:10:58,19.4 PSI
1/27 6:11:1,19.3 PSI
1/27 6:11:4,19.3 PSI
1/27 6:11:7,19.3 PSI
1/27 6:11:10,19.2 PSI
1/27 6:11:14,19.2 PSI
1/27 6:11:17,19.2 PSI
1/27 6:11:20,19.2 PSI
1/27 6:11:23,19.2 PSI
1/27 6:11:26,19.2 PSI
1/27 6:11:29,19.2 PSI
1/27 6:11:33,19.2 PSI
1/27 6:11:36,19.1 PSI
1/27 6:11:39,18.7 PSI
1/27 6:11:42,18.6 PSI
1/27 6:11:45,18.4 PSI
1/27 6:11:49,18.4 PSI
1/27 6:11:52,18.4 PSI
1/27 6:11:55,18.3 PSI
1/27 6:11:58,18.2 PSI
1/27 6:12:1,18.2 PSI
1/27 6:12:5,18.2 PSI
1/27 6:12:8,18.5 PSI
1/27 6:12:11,18.6 PSI
1/27 6:12:14,18.4 PSI
1/27 6:12:17,18.4 PSI
1/27 6:12:21,18.4 PSI
1/27 6:12:24,18.4 PSI
1/27 6:12:27,18.4 PSI
1/27 6:12:30,18.3 PSI
1/27 6:12:33,18.3 PSI
1/27 6:12:37,18.9 PSI
1/27 6:12:40,18.5 PSI
1/27 6:12:43,18.6 PSI
1/27 6:12:46,18.7 PSI
1/27 6:12:49,18.8 PSI
1/27 6:12:53,18.9 PSI
1/27 6:12:56,19.0 PSI
1/27 6:12:59,19.1 PSI
1/27 6:13:2,19.3 PSI
1/27 6:13:5,19.3 PSI
1/27 6:13:9,19.3 PSI
1/27 6:13:12,19.3 PSI
1/27 6:13:15,19.2 PSI
1/27 6:13:18,19.2 PSI
1/27 6:13:21,19.1 PSI
1/27 6:13:24,19.0 PSI
1/27 6:13:28,19.0 PSI
1/27 6:13:31,18.8 PSI
1/27 6:13:34,18.7 PSI
1/27 6:13:37,18.7 PSI
1/27 6:13:40,18.6 PSI
1/27 6:13:44,18.6 PSI
1/27 6:13:47,18.5 PSI
1/27 6:13:50,18.5 PSI
1/27 6:13:53,18.4 PSI
1/27 6:13:56,18.4 PSI
1/27 6:14:0,18.4 PSI
1/27 6:14:3,18.2 PSI
1/27 6:14:6,18.2 PSI
1/27 6:14:9,18.1 PSI
1/27 6:14:12,18.0 PSI
1/27 6:14:16,18.0 PSI
1/27 6:14:19,17.8 PSI
1/27 6:14:22,17.7 PSI
1/27 6:14:25,17.6 PSI
1/27 6:14:28,17.5 PSI
1/27 6:14:32,18.2 PSI
1/27 6:14:35,17.6 PSI
1/27 6:14:38,17.7 PSI
1/27 6:14:41,17.7 PSI
1/27 6:14:44,17.7 PSI
1/27 6:14:48,17.8 PSI
1/27 6:14:51,17.8 PSI
1/27 6:14:54,17.8 PSI
1/27 6:14:57,17.9 PSI
1/27 6:15:0,17.9 PSI
1/27 6:15:3,17.9 PSI
1/27 6:15:7,17.9 PSI
1/27 6:15:10,18.0 PSI
1/27 6:15:13,18.0 PSI
1/27 6:15:16,18.0 PSI
1/27 6:15:19,18.0 PSI
1/27 6:15:23,18.0 PSI
1/27 6:15:26,17.9 PSI
1/27 6:15:29,17.9 PSI
1/27 6:15:32,17.6 PSI
1/27 6:15:35,17.6 PSI
1/27 6:15:39,17.3 PSI
1/27 6:15:42,17.3 PSI
1/27 6:15:45,17.2 PSI
1/27 6:15:48,17.1 PSI
1/27 6:15:51,17.1 PSI
1/27 6:15:55,17.1 PSI
1/27 6:15:58,17.1 PSI
1/27 6:16:1,17.0 PSI
1/27 6:16:4,17.0 PSI
1/27 6:16:7,16.9 PSI
1/27 6:16:11,16.9 PSI
1/27 6:16:14,16.9 PSI
1/27 6:16:17,16.9 PSI
1/27 6:16:20,17.0 PSI
1/27 6:16:23,17.0 PSI
1/27 6:16:27,17.0 PSI
1/27 6:16:30,17.0 PSI
1/27 6:16:33,16.9 PSI
1/27 6:16:36,16.8 PSI
1/27 6:16:39,16.8 PSI
1/27 6:16:43,16.7 PSI
1/27 6:16:46,16.7 PSI
1/27 6:16:49,16.7 PSI
1/27 6:16:52,16.7 PSI
1/27 6:16:55,16.6 PSI
1/27 6:16:59,16.7 PSI
1/27 6:17:2,16.7 PSI
1/27 6:17:5,16.7 PSI
1/27 6:17:8,16.7 PSI
1/27 6:17:12,16.7 PSI
1/27 6:17:15,16.6 PSI
1/27 6:17:18,16.7 PSI
1/27 6:17:21,16.7 PSI
1/27 6:17:24,17.0 PSI
1/27 6:17:28,17.0 PSI
1/27 6:17:31,17.2 PSI
1/27 6:17:34,17.2 PSI
1/27 6:17:37,17.1 PSI
1/27 6:17:40,17.1 PSI
1/27 6:17:44,17.0 PSI
1/27 6:17:47,17.0 PSI
1/27 6:17:50,17.0 PSI
1/27 6:17:53,17.0 PSI
1/27 6:17:56,17.0 PSI
1/27 6:18:0,17.1 PSI
1/27 6:18:3,17.1 PSI
1/27 6:18:6,17.1 PSI
1/27 6:18:9,17.1 PSI
1/27 6:18:12,17.0 PSI
1/27 6:18:15,17.1 PSI
1/27 6:18:19,17.1 PSI
1/27 6:18:22,17.1 PSI
1/27 6:18:25,17.1 PSI
1/27 6:18:28,17.2 PSI
1/27 6:18:31,17.2 PSI
1/27 6:18:35,17.2 PSI
1/27 6:18:38,17.1 PSI
1/27 6:18:41,17.2 PSI
1/27 6:18:44,17.3 PSI
1/27 6:18:47,17.3 PSI
1/27 6:18:51,17.3 PSI
1/27 6:18:54,17.3 PSI
1/27 6:18:57,17.3 PSI
1/27 6:19:0,17.3 PSI
1/27 6:19:3,17.1 PSI
1/27 6:19:7,17.1 PSI
1/27 6:19:10,17.0 PSI
1/27 6:19:13,17.6 PSI
1/27 6:19:16,17.0 PSI
1/27 6:19:19,17.0 PSI
1/27 6:19:23,17.0 PSI
1/27 6:19:26,16.9 PSI
1/27 6:19:29,17.0 PSI
1/27 6:19:32,17.0 PSI
1/27 6:19:35,16.9 PSI
1/27 6:19:39,16.9 PSI
1/27 6:19:42,16.8 PSI
1/27 6:19:45,16.8 PSI
1/27 6:19:48,16.7 PSI
1/27 6:19:51,16.9 PSI
1/27 6:19:55,16.7 PSI
1/27 6:19:58,16.7 PSI
1/27 6:20:1,16.7 PSI
1/27 6:20:4,16.6 PSI
1/27 6:20:7,16.5 PSI
1/27 6:20:10,16.5 PSI
1/27 6:20:14,16.4 PSI
1/27 6:20:17,16.4 PSI
1/27 6:20:20,16.5 PSI
1/27 6:20:23,16.5 PSI
1/27 6:20:26,16.6 PSI
1/27 6:20:30,16.7 PSI
1/27 6:20:33,16.6 PSI
1/27 6:20:36,16.7 PSI
1/27 6:20:39,16.7 PSI
1/27 6:20:42,16.7 PSI
1/27 6:20:46,16.7 PSI
1/27 6:20:49,16.7 PSI
1/27 6:20:52,16.7 PSI
1/27 6:20:55,16.8 PSI
1/27 6:20:58,16.8 PSI
1/27 6:21:2,16.7 PSI
1/27 6:21:5,16.7 PSI
1/27 6:21:8,16.7 PSI
1/27 6:21:11,16.7 PSI
1/27 6:21:14,16.7 PSI
1/27 6:21:18,16.7 PSI
1/27 6:21:21,16.7 PSI
1/27 6:21:24,16.7 PSI
1/27 6:21:27,16.6 PSI
1/27 6:21:30,16.5 PSI
1/27 6:21:33,16.5 PSI
1/27 6:21:37,16.4 PSI
1/27 6:21:40,16.4 PSI
1/27 6:21:43,16.4 PSI
1/27 6:21:46,16.3 PSI
1/27 6:21:49,16.3 PSI
1/27 6:21:53,16.2 PSI
1/27 6:21:56,16.2 PSI
1/27 6:21:59,16.1 PSI
1/27 6:22:2,16.1 PSI
1/27 6:22:5,16.1 PSI
1/27 6:22:9,16.1 PSI
1/27 6:22:12,16.1 PSI
1/27 6:22:15,16.1 PSI
1/27 6:22:18,16.1 PSI
1/27 6:22:21,16.2 PSI
1/27 6:22:25,16.1 PSI
1/27 6:22:28,16.3 PSI
1/27 6:22:31,16.3 PSI
1/27 6:22:34,16.2 PSI
1/27 6:22:37,16.1 PSI
1/27 6:22:41,16.1 PSI
1/27 6:22:44,16.1 PSI
1/27 6:22:47,16.1 PSI
1/27 6:22:50,16.1 PSI
1/27 6:22:53,17.1 PSI
1/27 6:22:57,16.2 PSI
1/27 6:23:0,16.1 PSI
1/27 6:23:3,16.2 PSI
1/27 6:23:6,16.1 PSI
1/27 6:23:9,16.1 PSI
1/27 6:23:13,16.1 PSI
1/27 6:23:16,16.0 PSI
1/27 6:23:19,16.0 PSI
1/27 6:23:22,16.1 PSI
1/27 6:23:25,16.1 PSI
1/27 6:23:29,16.2 PSI
1/27 6:23:32,16.1 PSI
1/27 6:23:35,16.1 PSI
1/27 6:23:38,16.2 PSI
1/27 6:23:41,16.2 PSI
1/27 6:23:45,16.2 PSI
1/27 6:23:48,16.1 PSI
1/27 6:23:51,16.1 PSI
1/27 6:23:54,16.0 PSI
1/27 6:23:57,16.0 PSI
1/27 6:24:1,16.0 PSI
1/27 6:24:4,15.7 PSI
1/27 6:24:7,15.5 PSI
1/27 6:24:10,15.9 PSI
1/27 6:24:13,15.9 PSI
1/27 6:24:16,15.8 PSI
1/27 6:24:20,15.9 PSI
1/27 6:24:23,16.1 PSI
1/27 6:24:26,16.0 PSI
1/27 6:24:30,16.1 PSI
1/27 6:24:33,16.1 PSI
1/27 6:24:36,16.1 PSI
1/27 6:24:39,16.1 PSI
1/27 6:24:42,16.2 PSI
1/27 6:24:46,16.1 PSI
1/27 6:24:49,16.2 PSI
1/27 6:24:52,16.2 PSI
1/27 6:24:55,16.3 PSI
1/27 6:24:58,16.3 PSI
1/27 6:25:2,16.4 PSI
1/27 6:25:5,16.4 PSI
1/27 6:25:8,16.4 PSI
1/27 6:25:11,16.4 PSI
1/27 6:25:14,16.4 PSI
1/27 6:25:17,16.5 PSI
1/27 6:25:21,16.6 PSI
1/27 6:25:24,16.6 PSI
1/27 6:25:27,16.6 PSI
1/27 6:25:30,16.6 PSI
1/27 6:25:33,16.6 PSI
1/27 6:25:37,16.7 PSI
1/27 6:25:40,16.7 PSI
1/27 6:25:43,16.7 PSI
1/27 6:25:46,16.7 PSI
1/27 6:25:49,16.7 PSI
1/27 6:25:53,16.7 PSI
1/27 6:25:56,16.7 PSI
1/27 6:25:59,16.7 PSI
1/27 6:26:2,16.7 PSI
1/27 6:26:5,16.7 PSI
1/27 6:26:9,16.9 PSI
1/27 6:26:12,17.0 PSI
1/27 6:26:15,17.0 PSI
1/27 6:26:18,17.0 PSI
1/27 6:26:21,17.0 PSI
1/27 6:26:25,17.0 PSI
1/27 6:26:28,17.0 PSI
1/27 6:26:31,17.2 PSI
1/27 6:26:34,17.3 PSI
1/27 6:26:37,17.3 PSI
1/27 6:26:40,17.4 PSI
1/27 6:26:44,17.4 PSI
1/27 6:26:47,17.4 PSI
1/27 6:26:50,17.5 PSI
1/27 6:26:53,17.5 PSI
1/27 6:26:56,17.6 PSI
1/27 6:27:0,17.6 PSI
1/27 6:27:3,17.6 PSI
1/27 6:27:6,17.7 PSI
1/27 6:27:9,17.8 PSI
1/27 6:27:12,17.9 PSI
1/27 6:27:16,17.9 PSI
1/27 6:27:19,18.0 PSI
1/27 6:27:22,17.9 PSI
1/27 6:27:25,18.0 PSI
1/27 6:27:28,18.0 PSI
1/27 6:27:32,18.1 PSI
1/27 6:27:35,18.1 PSI
1/27 6:27:38,18.2 PSI
1/27 6:27:41,18.3 PSI
1/27 6:27:44,18.4 PSI
1/27 6:27:48,18.4 PSI
1/27 6:27:51,18.4 PSI
1/27 6:27:54,18.3 PSI
1/27 6:27:57,18.3 PSI
1/27 6:28:0,18.2 PSI
1/27 6:28:4,18.3 PSI
1/27 6:28:7,18.2 PSI
1/27 6:28:10,18.2 PSI
1/27 6:28:13,18.2 PSI
1/27 6:28:16,18.2 PSI
1/27 6:28:19,18.2 PSI
1/27 6:28:23,18.2 PSI
1/27 6:28:26,18.2 PSI
1/27 6:28:29,18.2 PSI
1/27 6:28:32,18.0 PSI
1/27 6:28:35,18.1 PSI
1/27 6:28:39,18.1 PSI
1/27 6:28:42,18.1 PSI
1/27 6:28:45,18.2 PSI
1/27 6:28:48,18.1 PSI
1/27 6:28:51,18.1 PSI
1/27 6:28:55,18.0 PSI
1/27 6:28:58,17.9 PSI
1/27 6:29:1,17.9 PSI
1/27 6:29:4,17.9 PSI
1/27 6:29:7,17.8 PSI
1/27 6:29:11,17.7 PSI
1/27 6:29:14,17.7 PSI
1/27 6:29:17,17.8 PSI
1/27 6:29:20,17.8 PSI
1/27 6:29:23,17.6 PSI
1/27 6:29:27,17.7 PSI
1/27 6:29:30,17.8 PSI
1/27 6:29:33,17.6 PSI
1/27 6:29:36,17.5 PSI
1/27 6:29:39,17.4 PSI
1/27 6:29:43,17.3 PSI
1/27 6:29:46,17.4 PSI
1/27 6:29:49,17.3 PSI
1/27 6:29:52,17.2 PSI
1/27 6:29:55,17.1 PSI
1/27 6:29:59,17.0 PSI
1/27 6:30:2,17.1 PSI
1/27 6:30:5,17.0 PSI
1/27 6:30:8,17.1 PSI
1/27 6:30:11,17.3 PSI
1/27 6:30:15,17.2 PSI
1/27 6:30:18,17.2 PSI
1/27 6:30:21,17.0 PSI
1/27 6:30:24,17.0 PSI
1/27 6:30:27,17.0 PSI
1/27 6:30:31,17.0 PSI
1/27 6:30:34,17.0 PSI
1/27 6:30:37,17.0 PSI
1/27 6:30:40,17.0 PSI
1/27 6:30:43,16.9 PSI
1/27 6:30:47,17.0 PSI
1/27 6:30:50,16.9 PSI
1/27 6:30:53,16.9 PSI
1/27 6:30:56,16.8 PSI
1/27 6:30:59,16.7 PSI
1/27 6:31:2,16.7 PSI
1/27 6:31:6,16.5 PSI
1/27 6:31:9,16.5 PSI
1/27 6:31:12,16.4 PSI
1/27 6:31:15,16.3 PSI
1/27 6:31:18,16.2 PSI
1/27 6:31:22,16.1 PSI
1/27 6:31:25,16.1 PSI
1/27 6:31:28,16.1 PSI
1/27 6:31:31,16.1 PSI
1/27 6:31:35,16.1 PSI
1/27 6:31:38,16.1 PSI
1/27 6:31:41,16.1 PSI
1/27 6:31:44,16.1 PSI
1/27 6:31:48,16.0 PSI
1/27 6:31:51,16.1 PSI
1/27 6:31:54,16.1 PSI
1/27 6:31:57,16.1 PSI
1/27 6:32:0,16.1 PSI
1/27 6:32:3,16.3 PSI
1/27 6:32:7,16.3 PSI
1/27 6:32:10,16.3 PSI
1/27 6:32:13,16.4 PSI
1/27 6:32:16,16.3 PSI
1/27 6:32:19,16.4 PSI
1/27 6:32:23,16.4 PSI
1/27 6:32:26,16.4 PSI
1/27 6:32:29,16.4 PSI
1/27 6:32:32,16.4 PSI
1/27 6:32:35,16.4 PSI
1/27 6:32:39,16.4 PSI
1/27 6:32:42,16.4 PSI
1/27 6:32:45,16.4 PSI
1/27 6:32:48,16.4 PSI
1/27 6:32:51,16.4 PSI
1/27 6:32:55,16.4 PSI
1/27 6:32:58,16.4 PSI
1/27 6:33:1,16.3 PSI
1/27 6:33:4,16.3 PSI
1/27 6:33:7,16.3 PSI
1/27 6:33:11,16.3 PSI
1/27 6:33:14,16.2 PSI
1/27 6:33:17,16.2 PSI
1/27 6:33:20,16.1 PSI
1/27 6:33:23,16.1 PSI
1/27 6:33:26,16.1 PSI
1/27 6:33:30,16.1 PSI
1/27 6:33:33,16.1 PSI
1/27 6:33:36,16.1 PSI
1/27 6:33:39,16.0 PSI
1/27 6:33:42,15.9 PSI
1/27 6:33:46,15.9 PSI
1/27 6:33:49,15.9 PSI
1/27 6:33:52,15.8 PSI
1/27 6:33:55,15.9 PSI
1/27 6:33:58,15.8 PSI
1/27 6:34:2,15.8 PSI
1/27 6:34:5,15.9 PSI
1/27 6:34:8,15.8 PSI
1/27 6:34:11,15.6 PSI
1/27 6:34:14,15.6 PSI
1/27 6:34:18,15.4 PSI
1/27 6:34:21,15.3 PSI
1/27 6:34:24,15.3 PSI
1/27 6:34:27,15.3 PSI
1/27 6:34:30,15.3 PSI
1/27 6:34:34,15.2 PSI
1/27 6:34:37,15.2 PSI
1/27 6:34:40,15.2 PSI
1/27 6:34:43,15.1 PSI
1/27 6:34:46,15.0 PSI
1/27 6:34:50,15.0 PSI
1/27 6:34:53,14.9 PSI
1/27 6:34:56,14.9 PSI
1/27 6:34:59,14.8 PSI
1/27 6:35:2,14.8 PSI
1/27 6:35:5,14.8 PSI
1/27 6:35:9,14.8 PSI
1/27 6:35:12,15.0 PSI
1/27 6:35:15,14.9 PSI
1/27 6:35:18,15.0 PSI
1/27 6:35:21,15.0 PSI
1/27 6:35:25,15.0 PSI
1/27 6:35:28,15.0 PSI
1/27 6:35:31,15.0 PSI
1/27 6:35:34,15.0 PSI
1/27 6:35:38,15.0 PSI
1/27 6:35:41,14.9 PSI
1/27 6:35:44,15.0 PSI
1/27 6:35:47,15.3 PSI
1/27 6:35:50,15.1 PSI
1/27 6:35:54,15.2 PSI
1/27 6:35:57,15.2 PSI
1/27 6:36:0,15.2 PSI
1/27 6:36:3,15.2 PSI
1/27 6:36:6,15.2 PSI
1/27 6:36:10,15.1 PSI
1/27 6:36:13,15.1 PSI
1/27 6:36:16,15.1 PSI
1/27 6:36:19,15.1 PSI
1/27 6:36:22,15.1 PSI
1/27 6:36:26,15.2 PSI
1/27 6:36:29,15.2 PSI
1/27 6:36:32,15.3 PSI
1/27 6:36:35,15.3 PSI
1/27 6:36:38,15.3 PSI
1/27 6:36:42,15.3 PSI
1/27 6:36:45,15.3 PSI
1/27 6:36:48,15.4 PSI
1/27 6:36:51,15.3 PSI
1/27 6:36:54,15.5 PSI
1/27 6:36:58,15.5 PSI
1/27 6:37:1,15.6 PSI
1/27 6:37:4,15.5 PSI
1/27 6:37:7,15.3 PSI
1/27 6:37:10,15.1 PSI
1/27 6:37:13,15.1 PSI
1/27 6:37:17,15.2 PSI
1/27 6:37:20,15.2 PSI
1/27 6:37:23,15.1 PSI
1/27 6:37:26,15.1 PSI
1/27 6:37:29,15.0 PSI
1/27 6:37:33,15.0 PSI
1/27 6:37:36,15.0 PSI
1/27 6:37:39,15.0 PSI
1/27 6:37:42,15.0 PSI
1/27 6:37:45,15.0 PSI
1/27 6:37:49,15.0 PSI
1/27 6:37:52,15.0 PSI
1/27 6:37:55,15.1 PSI
1/27 6:37:58,15.2 PSI
1/27 6:38:1,15.3 PSI
1/27 6:38:5,15.6 PSI
1/27 6:38:8,15.6 PSI
1/27 6:38:11,15.7 PSI
1/27 6:38:14,15.9 PSI
1/27 6:38:17,16.1 PSI
1/27 6:38:21,16.1 PSI
1/27 6:38:24,16.2 PSI
1/27 6:38:27,16.3 PSI
1/27 6:38:30,16.4 PSI
1/27 6:38:33,16.4 PSI
1/27 6:38:36,16.5 PSI
1/27 6:38:40,16.6 PSI
1/27 6:38:43,16.7 PSI
1/27 6:38:46,16.5 PSI
1/27 6:38:50,16.2 PSI
1/27 6:38:53,16.2 PSI
1/27 6:38:56,16.2 PSI
1/27 6:38:59,16.1 PSI
1/27 6:39:2,16.1 PSI
1/27 6:39:6,16.1 PSI
1/27 6:39:9,16.1 PSI
1/27 6:39:12,16.2 PSI
1/27 6:39:15,16.2 PSI
1/27 6:39:18,16.2 PSI
1/27 6:39:22,16.2 PSI
1/27 6:39:25,16.1 PSI
1/27 6:39:28,16.1 PSI
1/27 6:39:31,16.7 PSI
1/27 6:39:34,16.2 PSI
1/27 6:39:37,16.2 PSI
1/27 6:39:41,16.5 PSI
1/27 6:39:44,16.7 PSI
1/27 6:39:47,15.9 PSI
1/27 6:39:50,16.6 PSI
1/27 6:39:53,16.7 PSI
1/27 6:39:57,15.9 PSI
1/27 6:40:0,15.8 PSI
1/27 6:40:3,15.8 PSI
1/27 6:40:6,15.7 PSI
1/27 6:40:9,15.5 PSI
1/27 6:40:13,15.6 PSI
1/27 6:40:16,15.5 PSI
1/27 6:40:19,15.5 PSI
1/27 6:40:22,15.5 PSI
1/27 6:40:25,15.5 PSI
1/27 6:40:29,15.3 PSI
1/27 6:40:32,15.4 PSI
1/27 6:40:35,15.4 PSI
1/27 6:40:38,15.4 PSI
1/27 6:40:41,15.3 PSI
1/27 6:40:45,15.2 PSI
1/27 6:40:48,15.2 PSI
1/27 6:40:51,15.0 PSI
1/27 6:40:54,15.0 PSI
1/27 6:40:57,14.6 PSI
1/27 6:41:0,15.0 PSI
1/27 6:41:4,15.6 PSI
1/27 6:41:7,15.0 PSI
1/27 6:41:10,15.1 PSI
1/27 6:41:13,15.1 PSI
1/27 6:41:16,15.1 PSI
1/27 6:41:20,15.1 PSI
1/27 6:41:23,15.0 PSI
1/27 6:41:26,14.9 PSI
1/27 6:41:29,14.9 PSI
1/27 6:41:32,14.8 PSI
1/27 6:41:36,14.7 PSI
1/27 6:41:39,14.6 PSI
1/27 6:41:42,14.9 PSI
1/27 6:41:45,14.7 PSI
1/27 6:41:48,14.9 PSI
1/27 6:41:52,15.0 PSI
1/27 6:41:55,14.9 PSI
1/27 6:41:58,15.0 PSI
1/27 6:42:1,15.0 PSI
1/27 6:42:4,15.0 PSI
1/27 6:42:8,15.0 PSI
